ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2015-12-01;;01;B5P21;M51AZ1;20151201;6;5;AB;;5;1144;1580;;4035;1734;1474;01;1248;61.8;4;false;false;Hyundai;i20 Viistoperä (AB) 5ov 1248cm3;1;5;i20;05;e11*2007/46*1600*02;01;091;109;;005;NLHB251BAG;4725322
M1;2015-12-22;;01;BW81;BW81C6??;20151222;8;4;AC;;5;1880;2390;;4814;1876;1547;02;2400;133;5;true;false;Volvo;V70 Farmari (AC) 4ov 2400cm3 A;2;6;V70;05;e9*01/116*0065*28;02;049;156;;027;YV1BW81C6G;4728048
M1;2016-01-22;;01;M1DD16;5CGAMC;20160122;8;4;AC;;5;1316;1900;;4689;1823;1510;01;999;92;3;true;false;Ford;Focus Farmari (AC) 4ov 999cm3;1;6;Focus;05;e13*2007/46*1138*16;01;536;110;;371;WF06XXGCC6;4730879
M1;2016-01-13;;01;FCJXAX0V;FD6SFD6D90137MMMLM572;20160113;8;5;AC;;5;1466;2000;;4648;1816;1451;01;1984;206;4;true;false;Seat;LEON ST Farmari (AC) 5ov 1984cm3 A;2;6;LEON ST;05;e9*2007/46*0094*18;01;092;154;;015;VSSZZZ5FZG;4733460
M1;2016-03-18;;01;SJ5;530;20160318;8;4;AC;;5;1577;2015;;4595;1795;1735;01;1995;110;4;false;false;Subaru;FORESTER Farmari (AC) 4ov 1995cm3;3;;FORESTER;05;e13*2007/46*1305*05;01;091;150;;003;JF1SJ5LC5F;4736434
M1;2016-01-12;;01;ACCJSAX01;NFD7FD7CW005ST617;20160112;8;4;AC;;5;1505;2070;;4959;1864;1496;01;1798;132;4;true;false;Skoda;SUPERB Farmari (AC) 4ov 1798cm3 A;2;7;SUPERB;05;e11*01/116*0326*36;01;091;130;;007;TMBJL7NP8G;4739233
M1;2016-02-12;;01;L2DEUAF1;FM6DJ002P8W02S57MMEM1;20160212;9;4;AA;;5;1505;2030;;4850;1842;1429;02;1968;110;4;true;false;Audi;A4 Limousine Sedan (AA) 4ov 1968cm3;1;6;A4 Limousine;05;e1*01/116*0430*38;02;091;99;;000;WAUZZZF4XG;4742128
M1;2016-02-12;;01;AVC10(C);AVC10L-RCXLHW(3A);20160212;2;2;AD;;4;1800;2170;;4695;1840;1395;01;2494;133;4;false;true;Lexus;LEXUS RC300H Coupé (AD) 2ov 2494cm3;3;;LEXUS RC300H;17;e11*2007/46*2883*00;01;049;116;;026;JTHHH5BC40;4745107
M1;2016-02-05;;01;ACCZDAX0;NFD7FD7CW002STVLN657;20160205;2;4;AC;;5;1292;1862;;4781;1814;1495;01;1395;110;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1395cm3 A;2;7;OCTAVIA;05;e11*2007/46*0243*16;01;049;114;;027;TMBJC7NE9G;4747945
M1;2016-01-25;;01;T1WB1S;7CEAQG;20110926;1;4;AF;1;7;1703;2505;2505;4903;1884;1660;02;1560;85;4;true;false;Ford;S-MAX Monikäyttöajoneuvo (AF) 4ov 1560cm3;1;6;S-MAX;05;e13*01/116*0185*14;02;499;139;184243;656;WF0SXXGBWS;4751489
M1;2016-02-12;;01;5;2;20160212;2;4;AB;;5;1255;1680;;4370;1800;1465;01;1339;73;4;false;false;Honda;CIVIC 5DR Viistoperä (AB) 4ov 1339cm3;1;6;CIVIC 5DR;05;e11*01/116*0255*12;01;638;129;;061;SHHFK1740F;4754233
M1;2016-03-03;;01;1R51;6A150000;20160303;9;4;AC;;5;1395;1885;;4329;1765;1421;01;1499;100;3;true;false;BMW;118i Farmari (AC) 4ov 1499cm3 A;2;8;118i;05;e1*2007/46*0283*14;01;049;112;;023;WBA1R5102G;4757354
M1;2016-03-29;;01;F5P31;M64ZZ1;20160329;9;5;AF;;5;1519;1895;;4480;1855;1655;01;1591;97;4;false;false;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 5ov 1591cm3;1;6;SPORTAGE;05;e11*2007/46*3144*00;01;111;147;;181;U5YPG814AG;4759992
M1;2016-03-09;;01;T8CJ1KX;7GCAAARV;20160309;8;4;AC;;7;1760;2600;;4953;1916;1766;02;1997;132;4;true;false;Ford;Galaxy Farmari (AC) 4ov 1997cm3 A;2;6;Galaxy;05;e13*01/116*0185*25;02;285;139;;483;WF0KXXWPCK;4763093
M1;2016-02-19;;01;R704P1;CZAA0501;20160219;1;5;AC;;5;1845;2500;;4671;1898;1666;02;2143;150;4;true;false;Mercedes-Benz;GLC 250 d 4MATIC Farmari (AC) 5ov 2143cm3 A;2;9;GLC 250 d 4MATIC;05;e1*01/116*0480*18;02;853;129;;201;WDC2539091;4766080
M1;2016-03-10;;01;A;A02;20160310;2;4;AF;;5;1470;1910;;4380;1806;1590;02;1461;81;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1461cm3;1;6;Nissan Qashqai;05;e11*2007/46*0963*06;02;091;99;;003;SJNFAAJ11U;4769055
M1;2016-03-11;;01;NSP13(MH);NSP130L-CHXNKW(1J);20160311;2;4;AF;;5;1125;1500;;3950;1695;1510;01;1329;73;4;false;false;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;3;;TOYOTA YARIS;05;e11*2007/46*0152*08;01;905;114;;652;VNKKJ3D370;4772022
M1;2016-03-31;;01;DZA8;DZA8CD??;20160331;8;4;AC;;5;1865;2505;;4644;1891;1713;02;1969;140;4;true;false;Volvo;XC60 Farmari (AC) 4ov 1969cm3 A;2;8;XC60;05;e9*01/116*0068*23;02;091;124;;008;YV1DZA8CDG;4775666
M1;2016-05-03;;01;N165F0;TBAAAA0;20020101;9;4;AA;1;5;1800;2330;2330;5150;1860;1470;01;3190;165;6;false;false;Mercedes-Benz;S 320 Sedan (AA) 4ov 3190cm3 A;2;;S 320;05;e1*97/27*0099*05;01;508;276;126160;357;WDB2201651;4778801
M1;2016-03-18;;01;7RE2;7RE20A;20160318;8;4;AC;;5;1164;1629;;4267;1732;1475;01;898;66;3;true;false;Renault;CLIO Farmari (AC) 4ov 898cm3;1;5;CLIO;05;e2*01/116*0327*75;01;638;104;;062;VF17RE20A5;4782137
M1;2016-05-13;;01;F5P81;M52DZ1;20160513;9;5;AF;;5;1168;1560;;4050;1720;1455;01;1248;61.8;4;false;false;Kia;RIO Monikäyttöajoneuvo (AF) 5ov 1248cm3;1;5;RIO;05;e11*2007/46*0195*12;01;091;109;;004;KNADN511AG;4785050
M1;2016-04-19;;01;F5P31;M64ZZ1;20160419;2;5;AF;;5;1497;1895;;4475;1850;1650;01;1591;97;4;false;false;Hyundai;TUCSON Monikäyttöajoneuvo (AF) 5ov 1591cm3;1;6;TUCSON;05;e11*2007/46*2724*03;01;075;147;;494;TMAJ2811AH;4788139
M1;2016-04-11;;02;BW79;BW79C0??;20160411;9;4;AC;;5;1811;2290;;4814;1876;1547;02;1969;110;4;true;false;Volvo;V70 Farmari (AC) 4ov 1969cm3 A;2;6;V70;05;e9*01/116*0065*28;02;092;118;100396;017;YV1BW79C0G;4791243
M1;2016-05-16;;04;FW74;FW7481??;20160516;8;4;AC;;5;1679;2170;;4635;1865;1479;02;1969;88;4;true;false;Volvo;V60 Farmari (AC) 4ov 1969cm3;1;6;V60;05;e9*2007/46*0023*23;02;092;98;;016;YV1FW7481G;4794631
M1;2016-07-11;;01;DA0FAAB12;BK2H1JAMK5;20160711;8;5;AC;;5;1393;1960;;4702;1809;1510;01;1598;147;4;true;false;Opel;ASTRA SPORTS TOURER+ Farmari (AC) 5ov 1598cm3;1;6;ASTRA SPORTS TOURER+;05;e4*2007/46*0996*02;01;611;142;;071;W0LBE8EH5G;4797967
M1G;2016-08-31;;01;DZ97;DZ97C6??;20160831;9;4;AC;;5;1798;2505;;4644;1891;1713;02;2400;162;5;true;false;Volvo;XC60 Farmari (AC) 4ov 2400cm3 A;2;6;XC60;05;e9*01/116*0068*23;02;049;149;;023;YV1DZ97C6G;4801292
M1;2016-05-04;;01;E21S;AT2;20160504;9;5;AB;;5;1260;1730;;4305;1790;1610;01;1586;88;4;false;false;Suzuki;VITARA Viistoperä (AB) 5ov 1586cm3 A;2;6;VITARA;05;e4*2007/46*0928*02;01;710;131;;105;TSMLYE21S0;4805073
M1;2016-06-06;;01;M1DD15;5CGALC;20160606;2;4;AB;;5;1280;1900;;4490;1823;1485;01;999;92;3;true;false;Ford;Focus Viistoperä (AB) 4ov 999cm3;1;6;Focus;05;e13*2007/46*1138*19;01;061;108;;301;WF05XXGCC5;4808617
M1;2016-05-19;;01;R;HNYW-R1K000;20160519;8;4;AF;;5;1275;1855;;4585;1804;1470;01;1199;96;3;true;false;Peugeot;308 Monikäyttöajoneuvo (AF) 4ov 1199cm3 A;2;6;308;05;e2*2007/46*0405*12;01;543;106;;018;VF3LRHNYWG;4812328
M1;2016-08-11;;01;U042K0;TLAAA501;20050714;8;4;AA;;5;1605;2105;2105;4818;1822;1420;01;1796;120;4;true;false;Mercedes-Benz;E 200 KOMPRESSOR Sedan (AA) 4ov 1796cm3 A;2;;E 200 KOMPRESSOR;17;e1*2001/116*0183*12;01;430;207;189810;322;WDB2110421;4815748
M1;2016-06-08;;01;NSP13(MH);NSP130L-CHFNKW(1J);20160608;2;4;AF;;5;1115;1490;;3950;1695;1510;01;1329;73;4;false;false;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;1;6;TOYOTA YARIS;05;e11*2007/46*0152*08;01;091;114;;008;VNKKJ3D3X0;4819327
M1;2016-09-15;;01;5E71;6A150000;20160915;1;4;AA;;5;1805;2330;;4907;1860;1464;02;1995;140;4;true;false;BMW;520d xDrive Sedan (AA) 4ov 1995cm3 A;2;8;520d xDrive;05;e1*2007/46*0363*14;02;853;119;;206;WBA5E7104G;4823378
M1;2016-06-06;;01;D;D05;20160606;7;4;AF;;5;1471;1880;;4380;1806;1624;01;1197;85;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1197cm3;3;;Nissan Qashqai;05;e11*2007/46*0963*07;01;398;129;;151;SJNFEAJ11U;4827157
M1;2016-06-30;;01;5RE2;5RE20A;20160630;2;4;AB;;5;1092;1600;;4063;1732;1448;01;898;66;3;true;false;Renault;CLIO Viistoperä (AB) 4ov 898cm3;1;5;CLIO;05;e2*01/116*0327*76;01;577;104;;215;VF15RE20A5;4831039
M1;2016-06-10;;01;LCXXBF1;FD7AM014P8V117MMEM1;20160610;0;4;AA;;5;1365;1840;;4551;1796;1441;02;1598;81;4;true;false;Audi;A3 Limousine Sedan (AA) 4ov 1598cm3 A;2;7;A3 Limousine;05;e1*2007/46*0607*19;02;091;98;;005;WAUZZZ8V1G;4834952
M1;2016-07-15;;01;B5P71;M54AZ1;20160715;9;5;AB;;5;1190;1600;;4035;1734;1474;01;998;73.6;3;true;false;Hyundai;i20 Viistoperä (AB) 5ov 998cm3;1;5;i20;05;e11*2007/46*1600*04;01;743;99;;601;NLHB351AAG;4839009
M1;2016-09-27;;01;SCCJZC;FM5NFM52T1067MM66;20160927;0;4;AF;;5;1089;1580;;4061;1693;1445;01;1197;66;4;true;false;Seat;IBIZA Monikäyttöajoneuvo (AF) 4ov 1197cm3;1;5;IBIZA;05;e9*01/116*0067*37;01;049;116;;022;VSSZZZ6JZH;4842886
M1;2016-08-05;;01;AVA44(N);AVA44L-ANXMBW(5R);20160805;0;4;AF;;5;1765;2270;;4605;1845;1705;01;2494;114;4;false;true;Toyota;TOYOTA RAV4 Monikäyttöajoneuvo (AF) 4ov 2494cm3;3;;TOYOTA RAV4;17;e6*2007/46*0166*01;01;232;118;;618;JTMRJREV90;4846436
M1;2016-07-12;;01;FS79;FS79C0??;20160712;2;4;AA;;5;1533;2110;;4635;1865;1479;02;1969;110;4;true;false;Volvo;S60 Sedan (AA) 4ov 1969cm3 A;2;6;S60;05;e9*2007/46*0023*24;02;405;110;;531;YV1FS79C0H;4850376
M1;2016-09-09;;01;ACCZDAX0;NFM6FM62S022STVLN657;20160909;6;4;AC;;5;1277;1847;;4781;1814;1495;01;1395;110;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1395cm3;1;6;OCTAVIA;05;e11*2007/46*0243*17;01;092;119;;014;TMBJC7NE4H;4854509
M1;2016-06-28;;01;H220K1;NZAAA500;20080908;0;4;AC;;5;1810;2340;2340;4706;1782;1474;02;2987;165;6;true;false;Mercedes-Benz;C 320 CDI 4MATIC Farmari (AC) 4ov 2987cm3 A;2;7;C 320 CDI 4MATIC;05;e1*01/116*0457*02;02;858;200;271904;043;WDD2042891;4857724
M1;2016-11-16;;01;F5PB1;M61AZ1;20161116;1;5;AC;;5;1353;1820;;4485;1780;1495;01;1368;73.6;4;false;false;Hyundai;i 30 Farmari (AC) 5ov 1368cm3;1;6;i 30;05;e11*2007/46*0337*11;01;740;129;;572;TMAD2816AH;4861399
M1;2016-07-29;;01;D;D05;20160729;2;4;AF;;5;1502;1880;;4380;1806;1624;01;1197;85;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1197cm3;3;;Nissan Qashqai;05;e11*2007/46*0963*08;01;638;129;;061;SJNFEAJ11U;4865362
M1;2016-08-12;;01;DA0DBAB12;BK2G1AACK5;20160812;5;5;AC;;5;1350;1915;;4702;1809;1510;01;1399;110;4;true;false;Opel;ASTRA SPORTS TOURER+ Farmari (AC) 5ov 1399cm3 A;2;6;ASTRA SPORTS TOURER+;05;e4*2007/46*0996*04;01;405;128;;553;W0LBE8EC5G;4869212
M1;2016-12-22;;01;FCRLBX1V;AM6SAM62Q0317MMMLO562;20161222;Y;5;AC;;5;1474;2040;;4648;1816;1451;02;1968;110;4;true;false;Seat;LEON ST Farmari (AC) 5ov 1968cm3;1;6;LEON ST;05;e9*2007/46*0094*21;02;853;122;;205;VSSZZZ5FZG;4872971
M1;2016-09-30;;01;ACCZDAX0;NFM6FM62S022STVLN657;20160930;8;4;AC;;5;1277;1847;;4781;1814;1495;01;1395;110;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1395cm3;1;6;OCTAVIA;05;e11*2007/46*0243*17;01;285;119;;481;TMBJC7NE8H;4876832
M1;2016-08-26;;01;J225M0;NZAAA501;20091124;8;5;AC;;5;1925;2500;2500;4899;1854;1499;02;2987;170;6;true;false;Mercedes-Benz;E 350 CDI Farmari (AC) 5ov 2987cm3 A;2;7;E 350 CDI;05;e1*2007/46*0200*02;02;049;191;168943;026;WDD2122251;4880579
M1;2016-10-13;;01;MX11;5B;20110722;9;4;AC;;5;1790;2365;2365;4907;1860;1462;02;1995;135;4;true;false;BMW;520D Farmari (AC) 4ov 1995cm3 A;2;8;520D;05;e1*2007/46*0455*02;02;599;139;168723;689;WBAMX11070;4884201
M1;2016-09-14;;01;7RB2;7RB20A;20160914;2;4;AC;;5;1163;1639;;4267;1732;1475;01;898;66;3;true;false;Renault;CLIO Farmari (AC) 4ov 898cm3;1;5;CLIO;05;e2*01/116*0327*77;01;491;105;;521;VF17RB20A5;4887944
M1;2016-09-05;;01;124GQ2;OZAZ1501;20160905;9;5;AC;;5;1395;1935;;4384;1780;1455;01;1595;90;4;true;false;Mercedes-Benz;A 180 Farmari (AC) 5ov 1595cm3 A;2;7;A 180;05;e1*01/116*0470*16;01;091;121;;001;WDD1760421;4892061
M1;2016-12-15;;01;UVF45(E);UVF45L-AEXGHW(1A);20080613;0;4;AA;1;5;2345;2730;2730;5030;1875;1480;01;4969;290;8;false;false;Lexus;LS600h Sedan (AA) 4ov 4969cm3 A;2;;LS600h;09;e6*01/116*0109*00;01;858;219;95496;043;JTHCU46F10;4896139
M1;2016-12-15;;04;224GQ2;OZBZ1502;20161130;6;5;AC;;5;1460;1955;;4686;1777;1456;01;1595;90;4;true;false;Mercedes-Benz;CLA 180 Farmari (AC) 5ov 1595cm3 A;2;7;CLA 180;05;e1*01/116*0470*16;01;092;130;;015;WDD1179421;4900133
M1;2016-10-29;;01;FCHZDX0V;FM6SFM6AJ0117MMVLO568;20161029;Y;5;AC;;5;1236;1770;;4648;1816;1451;01;999;85;3;true;false;Seat;LEON ST Farmari (AC) 5ov 999cm3;1;6;LEON ST;05;e9*2007/46*0094*21;01;106;102;;058;VSSZZZ5FZG;4904254
M1;2016-10-21;;01;EA31;AB;20080514;7;2;AD;;4;1615;1990;1990;4820;1855;1374;01;2996;200;6;false;false;BMW;630i Coupé (AD) 2ov 2996cm3 A;2;6;630i;05;e1*01/116*0253*06;01;753;184;103111;011;WBAEA31070;4908290
M1;2016-11-24;;01;DAHW;T/S;20161124;8;4;AA;;5;1695;2190;;4779;1860;1483;02;1997;133;4;true;false;Citroen;C5 Sedan (AA) 4ov 1997cm3 A;2;6;C5;05;e2*01/116*0360*35;02;091;114;;007;VF7RDAHWTG;4912594
M1;2016-12-22;;02;5L11;6A150000;20161222;Y;4;AC;;5;1805;2380;;4907;1860;1462;02;1995;110;4;true;false;BMW;518d Farmari (AC) 4ov 1995cm3 A;2;8;518d;05;e1*2007/46*0455*12;02;092;118;;012;WBA5L1108H;4916834
M1;2016-11-23;;01;NHP13(MH);NHP130L-CHXNBW(1K);20161123;6;4;AF;;5;1160;1565;;3950;1695;1510;01;1497;54;4;false;true;Toyota;TOYOTA YARIS HYBRID Monikäyttöajoneuvo (AF) 4ov 1497cm3;3;;TOYOTA YARIS HYBRID;17;e11*2007/46*0152*09;01;205;75;;870;VNKKD3D340;4921449
M1;2016-10-27;;01;FS84;FS84A1??;20111201;9;4;AA;1;5;1490;2030;2030;4628;1865;1479;02;1560;84;4;true;false;Volvo;S60 Sedan (AA) 4ov 1560cm3;1;6;S60;05;e9*2007/46*0023*06;02;834;114;139286;312;YV1FS84A1C;4926786
M1;2016-12-21;;01;CA0ABAB12;BA1D3EANA5;20161221;6;5;AB;;5;1263;1780;;4386;1809;1485;01;999;77;3;true;false;Opel;ASTRA Viistoperä (AB) 5ov 999cm3;1;5;ASTRA;05;e4*2007/46*0996*06;01;091;99;;008;W0LBD6EAXH;4932460
M1;2016-12-30;;01;XN71;6H1400C0;20161230;9;2;AB;;4;1165;1570;;3821;1727;1414;01;1198;75;3;true;false;Mini;One Viistoperä (AB) 2ov 1198cm3;1;6;One;05;e1*2007/46*1678*00;01;543;109;;018;WMWXN7109H;4938621
M1G;2016-12-22;;01;ACCZDAX1;NAD6AD6D9017KN4NVR27MM62;20161222;9;5;AC;;5;1592;2150;;4606;1839;1673;01;1395;110;4;true;false;Volkswagen, VW;TIGUAN Farmari (AC) 5ov 1395cm3 A;2;6;TIGUAN;05;e1*01/116*0450*30;01;205;161;;871;WVGZZZ5NZH;4949319
